t_h,mode,ester_rid,ester_label,alcohol_rid,alcohol_name,phi_pair,v_alcohol_baseline,v_alcohol_pairwise,v_ester_baseline,v_ester_pairwise,ratio_baseline,ratio_pairwise,lhs_margin,binding
58.0,TURNOVER_ATPM,r_1867,isobutyl acetate exchange,r_1866,isobutanol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
58.0,TURNOVER_ATPM,r_1862,isoamyl acetate exchange,r_1865,isoamylol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
58.0,TURNOVER_ATPM,r_2000,phenethyl acetate exchange,r_1589,2-phenylethanol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
59.0,TURNOVER_ATPM,r_1867,isobutyl acetate exchange,r_1866,isobutanol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
59.0,TURNOVER_ATPM,r_1862,isoamyl acetate exchange,r_1865,isoamylol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
59.0,TURNOVER_ATPM,r_2000,phenethyl acetate exchange,r_1589,2-phenylethanol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
60.0,TURNOVER_ATPM,r_1867,isobutyl acetate exchange,r_1866,isobutanol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
60.0,TURNOVER_ATPM,r_1862,isoamyl acetate exchange,r_1865,isoamylol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
60.0,TURNOVER_ATPM,r_2000,phenethyl acetate exchange,r_1589,2-phenylethanol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
61.0,TURNOVER_ATPM,r_1867,isobutyl acetate exchange,r_1866,isobutanol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
61.0,TURNOVER_ATPM,r_1862,isoamyl acetate exchange,r_1865,isoamylol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
61.0,TURNOVER_ATPM,r_2000,phenethyl acetate exchange,r_1589,2-phenylethanol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
62.0,TURNOVER_ATPM,r_1867,isobutyl acetate exchange,r_1866,isobutanol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
62.0,TURNOVER_ATPM,r_1862,isoamyl acetate exchange,r_1865,isoamylol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
62.0,TURNOVER_ATPM,r_2000,phenethyl acetate exchange,r_1589,2-phenylethanol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
63.0,TURNOVER_ATPM,r_1867,isobutyl acetate exchange,r_1866,isobutanol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
63.0,TURNOVER_ATPM,r_1862,isoamyl acetate exchange,r_1865,isoamylol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
63.0,TURNOVER_ATPM,r_2000,phenethyl acetate exchange,r_1589,2-phenylethanol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
64.0,TURNOVER_ATPM,r_1867,isobutyl acetate exchange,r_1866,isobutanol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
64.0,TURNOVER_ATPM,r_1862,isoamyl acetate exchange,r_1865,isoamylol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
64.0,TURNOVER_ATPM,r_2000,phenethyl acetate exchange,r_1589,2-phenylethanol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
65.0,TURNOVER_ATPM,r_1867,isobutyl acetate exchange,r_1866,isobutanol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
65.0,TURNOVER_ATPM,r_1862,isoamyl acetate exchange,r_1865,isoamylol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
65.0,TURNOVER_ATPM,r_2000,phenethyl acetate exchange,r_1589,2-phenylethanol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
66.0,TURNOVER_ATPM,r_1867,isobutyl acetate exchange,r_1866,isobutanol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
66.0,TURNOVER_ATPM,r_1862,isoamyl acetate exchange,r_1865,isoamylol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
66.0,TURNOVER_ATPM,r_2000,phenethyl acetate exchange,r_1589,2-phenylethanol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
67.0,TURNOVER_ATPM,r_1867,isobutyl acetate exchange,r_1866,isobutanol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
67.0,TURNOVER_ATPM,r_1862,isoamyl acetate exchange,r_1865,isoamylol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
67.0,TURNOVER_ATPM,r_2000,phenethyl acetate exchange,r_1589,2-phenylethanol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
68.0,TURNOVER_ATPM,r_1867,isobutyl acetate exchange,r_1866,isobutanol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
68.0,TURNOVER_ATPM,r_1862,isoamyl acetate exchange,r_1865,isoamylol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
68.0,TURNOVER_ATPM,r_2000,phenethyl acetate exchange,r_1589,2-phenylethanol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
69.0,TURNOVER_ATPM,r_1867,isobutyl acetate exchange,r_1866,isobutanol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
69.0,TURNOVER_ATPM,r_1862,isoamyl acetate exchange,r_1865,isoamylol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
69.0,TURNOVER_ATPM,r_2000,phenethyl acetate exchange,r_1589,2-phenylethanol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
70.0,TURNOVER_ATPM,r_1867,isobutyl acetate exchange,r_1866,isobutanol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
70.0,TURNOVER_ATPM,r_1862,isoamyl acetate exchange,r_1865,isoamylol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
70.0,TURNOVER_ATPM,r_2000,phenethyl acetate exchange,r_1589,2-phenylethanol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
71.0,TURNOVER_ATPM,r_1867,isobutyl acetate exchange,r_1866,isobutanol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
71.0,TURNOVER_ATPM,r_1862,isoamyl acetate exchange,r_1865,isoamylol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
71.0,TURNOVER_ATPM,r_2000,phenethyl acetate exchange,r_1589,2-phenylethanol exchange,0.08,0.0,0.0,0.0,0.0,,,0.0,True
